Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;build;sim;displaytype;displaysize;displayresolution;displayprotection;displayother;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2features;cam2video;optionalother;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;models;price;tbench;batlife;batstandby1;battalktime1;featuresother;bodyother;batmusicplayback1;gprstext;edge;sar-us;sar-eu
https://www.gsmarena.com/asus_zenpad_3_8_0_z581kl-8493.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-3-80-z581kl-.jpg;Asus Zenpad 3 8.0 Z581KL;Released 2017, January;320g, 7.6mm thickness;Android 6.0;32GB storage, microSDXC;35;0.2%;257,912 hits;"7.9""";1536x2048 pixels;4 GB RAM;Snapdragon 650;4680 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 18, 20, 26, 28, 38, 41;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2016, December;Available. Released 2017, January;205.4 x 136.4 x 7.6 mm (8.09 x 5.37 x 0.30 in);320 g (11.29 oz);;Micro-SIM;IPS LCD capacitive touchscreen, 16M colors;7.9 inches, 193.3 cm(~69.0% screen-to-body ratio);1536 x 2048 pixels, 4:3 ratio (~324 ppi density);;;Android 6.0 (Marshmallow);Qualcomm MSM8956 Snapdragon 650;Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72);Adreno 510;microSDXC (dedicated slot);32GB 4GB RAM;eMMC 4.5;8 MP;;1080p@30fps;2 MP;;;24-bit/192kHz audio;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;4.1, A2DP, LE, aptX;Yes, with A-GPS, GLONASS;;No;Type-C 1.0 reversible connector;Accelerometer, gyro, proximity, compass;Non-removable Li-Po 4680 mAh battery (18 Wh);Black;;About 280 EUR;;;;Up to 10 h (multimedia);;;;;;;
https://www.gsmarena.com/asus_zenfone_go_zb500kl-8467.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-zb500kl.jpg;Asus Zenfone Go ZB500KL;Released 2016, October;150g, 11.3mm thickness;Android 6.0;16GB storage, microSDXC;23;2.5%;1,570,398 hits;"5.0""";720x1280 pixels;2 GB RAM;Snapdragon 410;2600 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100 - Global, India;1, 2, 3, 5, 6, 7, 8, 9, 18, 19, 28, 38, 41 - Brazil;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, October;Available. Released 2016, October;143.7 x 70.9 x 11.3 mm (5.66 x 2.79 x 0.44 in);150 g (5.29 oz);Glass front, plastic back, plastic frame;Hybrid Dual SIM (Dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.0 inches, 68.9 cm(~67.6% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);;;Android 6.0 (Marshmallow);Qualcomm MSM8916 Snapdragon 410 (28 nm);Quad-core 1.0 GHz Cortex-A53;Adreno 306;microSDXC (uses shared SIM slot);16GB 2GB RAM;eMMC 4.5;13 MP, f/2.0, AF;LED flash, HDR, panorama;1080p@30fps;5 MP, f/2.0, AF;;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP, EDR;Yes, with A-GPS, GLONASS;;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Ion 2600 mAh battery;Glacier Gray, Sheer Gold, Silver Blue, Glamour Red, Charcoal Black, Pearl White;X00AD, X00BD, X00ADC, ZB500KL;About 130 EUR;;;Up to 440 h (3G);Up to 9 h (3G);;;;;;;
https://www.gsmarena.com/asus_zenfone_3_max_zc553kl-8425.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-max-zc553kl.jpg;Asus Zenfone 3 Max ZC553KL;Released 2016, November;175g, 8.3mm thickness;Android 6.0.1, up to Android 8.1, ZenUI 4;32GB storage, microSDXC;103;2.2%;2,843,390 hits;"5.5""";1080x1920 pixels;2-4 GB RAM;Snapdragon 430;4100 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100 - Global;1, 2, 3, 5, 7, 8, 20 - Global;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, November;Available. Released 2016, November;151.4 x 76.2 x 8.3 mm (5.96 x 3.00 x 0.33 in);175 g (6.17 oz);Glass front, aluminum back, aluminum frame;Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.5 inches, 83.4 cm(~72.3% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Oleophobic coating;;Android 6.0.1 (Marshmallow), upgradable to Android 8.1 (Oreo), ZenUI 4;Qualcomm MSM8937 Snapdragon 430 (28 nm);Octa-core 1.4 GHz Cortex-A53;Adreno 505;microSDXC (uses shared SIM slot);32GB 2GB RAM, 32GB 3GB RAM, 32GB 4GB RAM;eMMC 5.1;"16 MP, f/2.0, 1/3"", PDAF, Laser AF";Dual-LED dual-tone flash, panorama, HDR;1080p@30fps;8 MP, f/2.2;;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.1, A2DP, LE;Yes, with A-GPS, GLONASS, BDS;;FM radio;microUSB 2.0, USB On-The-Go;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Non-removable Li-Ion 4100 mAh battery;Titanium Gray, Glacier Silver, Rose Pink, Sand Gold;X00DDB, X00DDA, X00DD;About 190 EUR;GFXBench: 2.4fps (ES 3.1 onscreen);;Up to 912 h (3G);Up to 17 h (3G);;;Up to 72 h;;;;
https://www.gsmarena.com/asus_zenfone_3_deluxe_5_5_zs550kl-8384.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-deluxe-55-inch.jpg;Asus Zenfone 3 Deluxe 5.5 ZS550KL;Released 2016, October;151g, 7.8mm thickness;Android 6.1, up to 7, ZenUI 3;64GB storage, microSDXC;74;0.1%;863,921 hits;"5.5""";1080x1920 pixels;4 GB RAM;Snapdragon 625;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2016, October;Available. Released 2016, October;151.5 x 76.7 x 7.8 mm (5.96 x 3.02 x 0.31 in);151 g (5.33 oz);;Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.5 inches, 83.4 cm(~71.8% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Corning Gorilla Glass 4;;Android 6.1 (Marshmallow), upgradable to 7 (Nougat), ZenUI 3;Qualcomm MSM8953 Snapdragon 625 (14 nm);Octa-core 2.0 GHz Cortex-A53;Adreno 506;microSDXC (uses shared SIM slot);64GB 4GB RAM;eMMC 5.1;16 MP, f/2.0, PDAF, Laser AF, OIS;Dual-LED dual-tone flash, HDR, panorama;4K@30fps;8 MP, f/2.0;;1080p@30fps;24-bit/192kHz audio;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot;4.2, A2DP, EDR, LE;Yes, with A-GPS, GLONASS, BDS;Yes;FM radio;2.0, Type-C 1.0 reversible connector, USB On-The-Go;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Non-removable Li-Ion 3000 mAh battery;Shimmer Gold;Z01FD;About 280 EUR;;;;;;;;;;;
https://www.gsmarena.com/asus_zenpad_z10_zt500kl-8370.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-z10-zt500kl.jpg;Asus Zenpad Z10 ZT500KL;Released 2016, October;490g, 7.1mm thickness;Android 6.0, up to 7.0;32GB storage, microSDXC;27;0.1%;305,116 hits;"9.7""";1536x2048 pixels;3 GB RAM;Snapdragon 650;7800 mAh Li-Po;N/A;;2, 4, 5, 13;LTE-A Cat6 300/50 Mbps;2016, October;Available. Released 2016, October;242.3 x 166.1 x 7.1 mm (9.54 x 6.54 x 0.28 in);490 g (1.08 lb);;Nano-SIM;IPS LCD capacitive touchscreen, 16M colors;9.7 inches, 291.4 cm(~72.4% screen-to-body ratio);1536 x 2048 pixels, 4:3 ratio (~264 ppi density);;;Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat);Qualcomm MSM8956 Snapdragon 650;Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72);Adreno 510;microSDXC (dedicated slot);32GB 3GB RAM;eMMC 4.5;8 MP;HDR, panorama;1080p@30fps;5 MP;;1080p@30fps;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;4.2, A2DP, LE;Yes;;No;Type-C 1.0 reversible connector;Accelerometer, gyro, proximity, compass;Non-removable Li-Po 7800 mAh battery;Gray;;About 300 EUR;;;Up to 1344 h (3G);Up to 20 h (3G);;;;No;No;1.25 W/kg (head);
https://www.gsmarena.com/asus_zenwatch_3_wi503q-8271.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenwatch-3.jpg;Asus Zenwatch 3 WI503Q;Released 2016, December;48g, 10.8mm thickness;Android Wear OS 2.1;4GB 512MB RAM storage, no card slot;31;0.1%;399,771 hits;"1.39""";400x400 pixels;512 MB RAM;Snapdragon Wear 2100;341 mAh Li-Ion;N/A;;;;2016, August;Available. Released 2016, December;45 x 45 x 10.8 mm (1.77 x 1.77 x 0.43 in);48 g (1.69 oz);Glass front (Gorilla Glass 3), stainless steel 316L frame;No;AMOLED capacitive touchscreen, 16M colors;1.39 inches, 12.5 cm(~61.9% screen-to-body ratio);400 x 400 pixels, 1:1 ratio (~287 ppi density);Corning Gorilla Glass 3;;Android Wear OS 2.1;Qualcomm MSM8909W Snapdragon Wear 2100;Quad-core 1.1 GHz Cortex-A7;Adreno 304;No;4GB 512MB RAM;eMMC 4.5;No;;;;;;;Wi-Fi 802.11 b/g/n;4.1, LE;No;;No;No;Accelerometer, gyro;Non-removable Li-Ion 341 mAh battery;Gunmetal, Silver, Rose gold;;About 230 EUR;;;Up to 48 h (mixed usage);;MP3 playerVoice dial/commands;IP67 dust/water resistant (up to 1m for 30 mins)Compatible with standard 18mm straps;;No;No;;
https://www.gsmarena.com/asus_zenpad_3s_10_z500m-8218.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-3s.jpg;Asus Zenpad 3S 10 Z500M;Released 2016, August;430g, 7.2mm thickness;Android 6.0, up to 7.0;32GB/64GB storage, microSDXC;72;0.3%;679,168 hits;"9.7""";1536x2048 pixels;4 GB RAM;MT8176;5900 mAh Li-Po;N/A;;;;2016, July;Available. Released 2016, August;240.5 x 163.7 x 7.2 mm (9.47 x 6.44 x 0.28 in);430 g (15.17 oz);;No;IPS LCD capacitive touchscreen, 16M colors;9.7 inches, 291.4 cm(~74.0% screen-to-body ratio);1536 x 2048 pixels, 4:3 ratio (~264 ppi density);Oleophobic coating;;Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat);Mediatek MT8176;Hexa-core (2x2.1 GHz Cortex-A72 & 4x1.7 GHz Cortex-A53);PowerVR GX6250;microSDXC (dedicated slot);32GB 4GB RAM, 64GB 4GB RAM;;8 MP;HDR, panorama;1080p@30fps;5 MP;;1080p@30fps;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;4.2, A2DP, LE, EDR, aptX;"Yes; GLONASS";;No;2.0, Type-C 1.0 reversible connector;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Non-removable Li-Po 5900 mAh battery (22 Wh);Silver, Grey;P027;About 340 EUR;;;;Up to 10 h (multimedia);;;;No;No;;
https://www.gsmarena.com/asus_zenfone_3_max_zc520tl-8207.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-max-zc520tl.jpg;Asus Zenfone 3 Max ZC520TL;Released 2016, August;148g, 8.6mm thickness;Android 6.0.1, up to 7.0, ZenUI 3;16GB/32GB storage, microSDHC;124;2.3%;9,604,330 hits;"5.2""";720x1280 pixels;2/3 GB RAM;MT6737M;4100 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100 - Global;1, 2, 3, 4, 5, 7, 8, 18, 19, 26, 28, 38, 41 - Taiwan;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, July;Available. Released 2016, August;149.5 x 73.7 x 8.6 mm (5.89 x 2.90 x 0.34 in);148 g (5.22 oz);Glass front, aluminum back, aluminum frame;Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.2 inches, 74.5 cm(~67.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~282 ppi density);;;Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat), ZenUI 3;Mediatek MT6737M (28 nm);Quad-core 1.25 GHz Cortex-A53;Mali-T720MP2;microSDHC (uses shared SIM slot);16GB 2GB RAM, 32GB 3GB RAM;eMMC 5.0;13 MP, f/2.2, AF;LED flash, panorama, HDR;1080p@30fps;5 MP, f/2.0;;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP, EDR;Yes, with A-GPS, GLONASS, BDS;;FM radio;microUSB 2.0, USB On-The-Go;Fingerprint (rear-mounted), accelerometer, proximity, compass;Non-removable Li-Po 4130 mAh battery;Titanium Grey, Glacier Silver, Sand Gold;X008D, X008DA, X008DC, X00KD;About 230 EUR;;;Up to 720 h (3G);Up to 20 h (3G);;;Up to 87 h;;;;
https://www.gsmarena.com/asus_zenfone_3_laser_zc551kl-8206.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-laser-zc551kl.jpg;Asus Zenfone 3 Laser ZC551KL;Released 2016, August;150g, 7.9mm thickness;Android 6.1, up to Android 8.0;16GB/32GB storage, microSDXC;90;0.6%;3,039,695 hits;"5.5""";1080x1920 pixels;2/4 GB RAM;Snapdragon 430;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100 - Global;1, 2, 3, 5, 7, 8, 20 - Global;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, July;Available. Released 2016, August;149 x 76 x 7.9 mm (5.87 x 2.99 x 0.31 in);150 g (5.29 oz);;Hybrid Dual SIM (Micro-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;5.5 inches, 83.4 cm(~73.6% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Corning Gorilla Glass 3;;Android 6.1 (Marshmallow), upgradable to Android 8.0 (Oreo);Qualcomm MSM8937 Snapdragon 430 (28 nm);Octa-core 1.4 GHz Cortex-A53;Adreno 505;microSDXC (uses shared SIM slot);16GB 2GB RAM, 32GB 4GB RAM;eMMC 5.1;"13 MP, f/2.0, 1/3.1"", 1.12µm, Laser AF";Dual-LED dual-tone flash, panorama, HDR;1080p@30fps (gyro-EIS);8 MP, f/2.0, 24mm;;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.2, A2DP, EDR, LE;Yes, with A-GPS, GLONASS, BDS;;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Non-removable Li-Ion 3000 mAh battery;Sand Gold, Glacier Silver;Z01BDB, Z01BDA, Z01BD, Z01BDC;About 160 EUR;;;;;;;;;;;
https://www.gsmarena.com/asus_zenfone_3_ze520kl-8197.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-ZE520KL-1.jpg;Asus Zenfone 3 ZE520KL;Released 2016, August;144g, 7.7mm thickness;Android 6.1, up to 7, ZenUI 3;32GB/64GB storage, microSDXC;178;0.8%;2,759,858 hits;"5.2""";1080x1920 pixels;3/4 GB RAM;Snapdragon 625;2600 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100 / 800 - Taiwan;1, 2, 3, 5, 7, 8, 18, 19, 26, 28, 38, 39, 40, 41 - Taiwan;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps (Global) or LTE-A (2CA) Cat6 300/50 Mbps (TW/HK/SG/PH);2016, July;Available. Released 2016, August;146.9 x 74 x 7.7 mm (5.78 x 2.91 x 0.30 in);144 g (5.08 oz);;Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by);Super IPS+ capacitive touchscreen, 16M colors;5.2 inches, 74.5 cm(~68.6% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~424 ppi density);Corning Gorilla Glass 3;;Android 6.1 (Marshmallow), upgradable to 7 (Nougat), ZenUI 3;Qualcomm MSM8953 Snapdragon 625 (14 nm);Octa-core 2.0 GHz Cortex-A53;Adreno 506;microSDXC (uses shared SIM slot);32GB 3GB RAM, 64GB 4GB RAM;eMMC 5.1;16 MP, f/2.0, PDAF, Laser AF, 4-axis OIS;Dual-LED dual-tone flash, panorama, HDR;4K@30fps, 1080p@60fps;8 MP, f/2.0;;1080p@30fps;24-bit/192kHz audio;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot;4.2, A2DP, EDR, LE;Yes, with A-GPS, GLONASS, BDS;;FM radio, RDS;2.0, Type-C 1.0 reversible connector, USB On-The-Go;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Non-removable Li-Ion 2600 mAh battery;Sapphire Black, Moonlight White, Shimmer Gold;Z017DB, Z017D, Z017DA, Z017DC, ZE520KL, ZA520KL;About 280 EUR;;;;;;;;;;;
https://www.gsmarena.com/asus_zenfone_pegasus_3-8156.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-pegasus-3.jpg;Asus Zenfone Pegasus 3;Released 2016, June;158.4g, 8.6mm thickness;Android 6.0.1, ZenUI;16GB/32GB storage, microSDXC;41;0.2%;1,216,160 hits;"5.2""";720x1280 pixels;2/3 GB RAM;MT6737;4100 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100 & TD-SCDMA;1, 3, 7, 38, 39, 40, 41;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, June;Available. Released 2016, June;149.5 x 73.7 x 8.6 mm (5.89 x 2.90 x 0.34 in);158.4 g (5.57 oz);;Hybrid Dual SIM;IPS LCD capacitive touchscreen, 16M colors;5.2 inches, 74.5 cm(~67.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~282 ppi density);;;Android 6.0.1 (Marshmallow), ZenUI;Mediatek MT6737 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720MP2;microSDXC (uses shared SIM slot);16GB 2GB RAM, 32GB 3GB RAM;eMMC 5.0;13 MP, f/2.2, AF;LED flash, panorama, HDR;1080p@30fps;5 MP, f/2.0;;;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;Yes, with A-GPS, GLONASS;;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity, compass;Non-removable Li-Ion 4100 mAh battery;Gold, silver, gray, rose gold;X008, X008DB;About 210 EUR;;;;;;;;;;;
https://www.gsmarena.com/asus_zenpad_z8-8160.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-z8.jpg;Asus Zenpad Z8;Released 2016, June;320.1 g;Android 6.0;16GB storage, microSDXC;15;0.1%;266,936 hits;"7.9""";1536x2048 pixels;2 GB RAM;Snapdragon 650;4680 mAh Li-Ion;;;2, 4, 5, 13;LTE-A;2016, June;Available. Released 2016, June;205.2 mm x 136.4 mm x (unknown thickness) mm;320.1 g (11.29 oz);;Micro-SIM (built-in);IPS LCD capacitive touchscreen, 16M colors;7.9 inches, 193.3 cm(~69.1% screen-to-body ratio);1536 x 2048 pixels, 4:3 ratio (~324 ppi density);;;Android 6.0 (Marshmallow);Qualcomm MSM8956 Snapdragon 650;Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72);Adreno 510;microSDXC (dedicated slot);16GB 2GB RAM;eMMC 4.5;8 MP;;Yes;Yes;;;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;Yes, with A-GPS;;No;microUSB 2.0;Accelerometer;Non-removable Li-Ion 4680 mAh battery;Black;;;;;;;;;;Yes;Yes;;
https://www.gsmarena.com/asus_zenfone_3_ultra_zu680kl-8130.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-ultra-zu680kl.jpg;Asus Zenfone 3 Ultra ZU680KL;Released 2016, August;233g, 6.8mm thickness;Android 6.1, ZenUI 3;32GB/64GB/128GB storage, microSDXC;248;0.5%;2,384,543 hits;"6.8""";1080x1920 pixels;3/4 GB RAM;Snapdragon 652;4600 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100 / 800;1, 3, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2016, May;Available. Released 2016, August;186.4 x 93.9 x 6.8 mm (7.34 x 3.70 x 0.27 in);233 g (8.22 oz);;Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD capacitive touchscreen, 16M colors;6.8 inches, 127.5 cm(~72.8% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~324 ppi density);Corning Gorilla Glass 4;;Android 6.1 (Marshmallow), ZenUI 3;Qualcomm MSM8976 Snapdragon 652 (28 nm);Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53);Adreno 510;microSDXC (uses shared SIM slot);32GB 3GB RAM, 64GB 3GB RAM, 128GB 4GB RAM;eMMC 5.1;"23 MP, f/2.0, 1/2.6"", 1.0µm, PDAF, Laser AF, 4-axis OIS";Dual-LED dual-tone flash, HDR, panorama;1080p@30fps;8 MP, f/2.0;;1080p@30fps;24-bit/192kHz audio;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot;4.2, A2DP, EDR, LE;Yes, with A-GPS, GLONASS, BDS;;FM radio;2.0, Type-C 1.0 reversible connector, USB On-The-Go;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Non-removable Li-Ion 4600 mAh battery;Glacier Silver, Titanium Gray, Metallic Pink;;About 300 EUR;;;;Up to 34 h (3G);;;;;;;
https://www.gsmarena.com/asus_zenfone_3_deluxe_zs570kl-8129.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-deluxe-zs570kl.jpg;Asus Zenfone 3 Deluxe ZS570KL;Released 2016, August;170g, 7.5mm thickness;Android 6.1, up to Android 8, ZenUI 3;64GB/128GB/256GB storage, microSDXC;520;0.2%;4,253,072 hits;"5.7""";1080x1920 pixels;4/6 GB RAM;Snapdragon 820;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 29, 30, 38, 39, 40, 41;HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps;2016, May;Available. Released 2016, August;156.4 x 77.4 x 7.5 mm (6.16 x 3.05 x 0.30 in);170 g (6.00 oz);;Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by);Super AMOLED capacitive touchscreen, 16M colors;5.7 inches, 89.6 cm(~74.0% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~386 ppi density);Corning Gorilla Glass 4;;Android 6.1 (Marshmallow), upgradable to Android 8 (Oreo), ZenUI 3;Qualcomm MSM8996 Snapdragon 820 (14 nm)Qualcomm MSM8996 Snapdragon 821 (14 nm);Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo)Quad-core (2x2.4 GHz Kryo & 2x2.0 GHz Kryo);Adreno 530;microSDXC (uses shared SIM slot);64GB 4GB RAM, 128GB 4GB RAM, 256GB 6GB RAM;;"23 MP, f/2.0, 1/2.6"", 1.0µm, PDAF, Laser AF, 4-axis OIS";Dual-LED dual-tone flash, HDR, panorama;4K@30fps;8 MP, f/2.0;;1080p@30fps;24-bit/192kHz audio;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot;4.2, A2DP, EDR, LE;Yes, with A-GPS, GLONASS, BDS;Yes;No;3.0, Type-C 1.0 reversible connector, USB On-The-Go;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Non-removable Li-Ion 3000 mAh battery;Glacier Silver, Titanium Gray, Shimmer Gold;Z016D;About 230 EUR;;;;;;;;;;;
https://www.gsmarena.com/asus_zenfone_3_ze552kl-8106.php;https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-ze552kl.jpg;Asus Zenfone 3 ZE552KL;Released 2016, August;155g, 7.7mm thickness;Android 6.0.1, up to 7.0, ZenUI 3;32GB/64GB storage, microSDXC;428;1.9%;9,920,930 hits;"5.5""";1080x1920 pixels;3/4 GB RAM;Snapdragon 625;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100 - Global;1, 2, 3, 5, 7, 8, 20 - Global;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps (Global), LTE-A (2CA) Cat6 300/50 Mbps (Taiwan);2016, May;Available. Released 2016, August;152.6 x 77.4 x 7.7 mm (6.01 x 3.05 x 0.30 in);155 g (5.47 oz);Glass front (Gorilla Glass 3), glass back (Gorilla Glass 3), aluminum frame;Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by);Super IPS+ capacitive touchscreen, 16M colors;5.5 inches, 83.4 cm(~70.6% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Corning Gorilla Glass 3;;Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat), ZenUI 3;Qualcomm MSM8953 Snapdragon 625 (14 nm);Octa-core 2.0 GHz Cortex-A53;Adreno 506;microSDXC (uses shared SIM slot);32GB 3GB RAM, 64GB 4GB RAM;eMMC 5.1;16 MP, f/2.0, PDAF, Laser AF, 3-axis OIS;Dual-LED dual-tone flash, panorama, HDR;4K@30fps;8 MP, f/2.0;;1080p@30fps;24-bit/192kHz audio;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot;4.2, A2DP, EDR, LE;Yes, with A-GPS, GLONASS;;FM radio;2.0, Type-C 1.0 reversible connector, USB On-The-Go;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Non-removable Li-Ion 3000 mAh battery;Sapphire Black, Moonlight White, Shimmer Gold;Z012DB, Z012D, Z012DA, Z012DC, Z012S, Z012DE;About 330 EUR;Basemark OS II 2.0: 1205;;;;;;;;;;
